url,domain,section,slug,label
https://www.foxnews.com/lifestyle/jack-carrs-eisenhower-d-days-memo-noble-undertaking,www.foxnews.com,lifestyle,jack-carrs-eisenhower-d-days-memo-noble-undertaking,fox
https://www.foxnews.com/entertainment/bruce-willis-demi-moore-avoided-doing-one-thing-while-co-parenting-daughter-says,www.foxnews.com,entertainment,bruce-willis-demi-moore-avoided-doing-one-thing-while-co-parenting-daughter-says,fox
https://www.foxnews.com/politics/blinken-meets-with-qatars-prime-minister.print,www.foxnews.com,politics,blinken-meets-with-qatars-prime-minister.print,fox
https://www.foxnews.com/entertainment/emily-blunt-says-toes-curl-when-people-their-kids-want-act-want-say-dont-do-it,www.foxnews.com,entertainment,emily-blunt-says-toes-curl-when-people-their-kids-want-act-want-say-dont-do-it,fox
https://www.foxnews.com/media/the-view-co-host-cnn-commentator-ana-navarro-host-night-2-democratic-national-convention,www.foxnews.com,media,the-view-co-host-cnn-commentator-ana-navarro-host-night-2-democratic-national-convention,fox
https://www.foxnews.com/politics/striking-boeing-workers-boo-after-democrat-sen-maria-cantwell-criticizes-trump.print,www.foxnews.com,politics,striking-boeing-workers-boo-after-democrat-sen-maria-cantwell-criticizes-trump.print,fox
https://www.foxnews.com/politics/white-house-grilled-harris-gun-ownership-mandatory-gun-buybacks.print,www.foxnews.com,politics,white-house-grilled-harris-gun-ownership-mandatory-gun-buybacks.print,fox
https://www.foxnews.com/media/tom-cotton-turns-tables-cnns-dana-bash-guns-brings-up-harris-past-remarks-school-shootings,www.foxnews.com,media,tom-cotton-turns-tables-cnns-dana-bash-guns-brings-up-harris-past-remarks-school-shootings,fox
https://www.foxnews.com/politics/kamala-rides-tsunami-positive-press-skeptics-see-risky-choice,www.foxnews.com,politics,kamala-rides-tsunami-positive-press-skeptics-see-risky-choice,fox
https://www.foxnews.com/politics/harris-running-mate-faces-renewed-scrutiny-weird-socialism-comparison-resurfaces,www.foxnews.com,politics,harris-running-mate-faces-renewed-scrutiny-weird-socialism-comparison-resurfaces,fox
https://www.foxnews.com/world/israeli-american-reservist-killed-hezbollah-missile-israel-idf-says,www.foxnews.com,world,israeli-american-reservist-killed-hezbollah-missile-israel-idf-says,fox
https://www.foxnews.com/us/david-mccullough-american-historian-presidential-medal-freedom-recipient-dies,www.foxnews.com,us,david-mccullough-american-historian-presidential-medal-freedom-recipient-dies,fox
https://www.foxnews.com/politics/lorie-smith-web-designer-free-speech,www.foxnews.com,politics,lorie-smith-web-designer-free-speech,fox
https://www.foxnews.com/entertainment/simon-cowell-reveals-son-changed-judging-style-empathy,www.foxnews.com,entertainment,simon-cowell-reveals-son-changed-judging-style-empathy,fox
https://www.foxnews.com/lifestyle/walking-dead-syndrome-rare-conditions-baffle-doctors-researchers,www.foxnews.com,lifestyle,walking-dead-syndrome-rare-conditions-baffle-doctors-researchers,fox
https://www.foxnews.com/media/cnn-calls-out-harris-using-trumps-border-wall-campaign-ad-after-condemning-years,www.foxnews.com,media,cnn-calls-out-harris-using-trumps-border-wall-campaign-ad-after-condemning-years,fox
https://www.foxnews.com/entertainment/taylor-swift-steals-nyc-spotlight-dinner-blake-lively-sophie-turner-brittany-mahomes,www.foxnews.com,entertainment,taylor-swift-steals-nyc-spotlight-dinner-blake-lively-sophie-turner-brittany-mahomes,fox
https://www.foxnews.com/health/ozempic-happy-drug-study-suggests-weight-loss-medications-reduce-depression-anxiety,www.foxnews.com,health,ozempic-happy-drug-study-suggests-weight-loss-medications-reduce-depression-anxiety,fox
https://www.foxnews.com/food-drink/pennsylvania-family-sickened-after-eating-toxic-mushrooms-expected-recover.print,www.foxnews.com,food-drink,pennsylvania-family-sickened-after-eating-toxic-mushrooms-expected-recover.print,fox
https://www.foxnews.com/health/family-selling-dream-home-fund-life-saving-treatment-daughter.print,www.foxnews.com,health,family-selling-dream-home-fund-life-saving-treatment-daughter.print,fox
https://www.foxnews.com/world/israel-strikes-hamas-gaza-surprise-attack-exchanges-fire-hezbollah,www.foxnews.com,world,israel-strikes-hamas-gaza-surprise-attack-exchanges-fire-hezbollah,fox
https://www.foxnews.com/entertainment/taylor-swift-travis-kelce-get-support-from-family-after-surprise-eras-tour-stage-appearance,www.foxnews.com,entertainment,taylor-swift-travis-kelce-get-support-from-family-after-surprise-eras-tour-stage-appearance,fox
https://www.foxnews.com/entertainment/jim-morrison-the-doors-memoir-robby-krieger,www.foxnews.com,entertainment,jim-morrison-the-doors-memoir-robby-krieger,fox
https://www.foxnews.com/politics/walz-repeats-georgia-abortion-death-falsehood-decried-doctors-fearmongering,www.foxnews.com,politics,walz-repeats-georgia-abortion-death-falsehood-decried-doctors-fearmongering,fox
https://www.foxnews.com/politics/harris-campaign-wont-give-details-type-gun-she-owns-last-time-she-went-range,www.foxnews.com,politics,harris-campaign-wont-give-details-type-gun-she-owns-last-time-she-went-range,fox
https://www.foxnews.com/us/utah-mom-kept-missing-daughter-hidden-cult-compound-months-help-from-adult-sons-prosecutors,www.foxnews.com,us,utah-mom-kept-missing-daughter-hidden-cult-compound-months-help-from-adult-sons-prosecutors,fox
https://www.foxnews.com/media/kamala-harris-far-left-record-dismissed-accusations-attacks-from-trump-gop-shes-moderate,www.foxnews.com,media,kamala-harris-far-left-record-dismissed-accusations-attacks-from-trump-gop-shes-moderate,fox
https://www.foxnews.com/world/israel-defense-forces-confirm-targeted-strike-beirut,www.foxnews.com,world,israel-defense-forces-confirm-targeted-strike-beirut,fox
https://www.foxnews.com/world/pope-emeritus-benedict-xvi-dead-95-vatican-says,www.foxnews.com,world,pope-emeritus-benedict-xvi-dead-95-vatican-says,fox
https://www.foxnews.com/politics/sheldon-whitehouse-doesnt-denounce-all-white-beach-club-his-family-belongs-to,www.foxnews.com,politics,sheldon-whitehouse-doesnt-denounce-all-white-beach-club-his-family-belongs-to,fox
https://www.foxnews.com/sports/san-jose-state-womens-volleyballs-trans-player-raises-eyebrows-brutal-spike-vs-new-mexico.print,www.foxnews.com,sports,san-jose-state-womens-volleyballs-trans-player-raises-eyebrows-brutal-spike-vs-new-mexico.print,fox
https://www.foxnews.com/entertainment/star-wars-actress-carrie-fisher-honored-star-hollywood-walk-of-fame-amid-family-drama,www.foxnews.com,entertainment,star-wars-actress-carrie-fisher-honored-star-hollywood-walk-of-fame-amid-family-drama,fox
https://www.foxnews.com/politics/aoc-fires-back-fetterman-accuses-him-bleak-dunk-attempt,www.foxnews.com,politics,aoc-fires-back-fetterman-accuses-him-bleak-dunk-attempt,fox
https://www.foxnews.com/media/harris-calls-americans-move-past-failed-policies-november-draws-mockery.print,www.foxnews.com,media,harris-calls-americans-move-past-failed-policies-november-draws-mockery.print,fox
https://www.foxnews.com/entertainment/jake-e-lee-guitarist-ozzy-osbourne-broke-rib-damaged-lung-shot-3-times.print,www.foxnews.com,entertainment,jake-e-lee-guitarist-ozzy-osbourne-broke-rib-damaged-lung-shot-3-times.print,fox
https://www.foxnews.com/sports/nevada-womens-volleyball-captain-slams-trans-athletes-her-sport-team-decides-against-players-refusal.print,www.foxnews.com,sports,nevada-womens-volleyball-captain-slams-trans-athletes-her-sport-team-decides-against-players-refusal.print,fox
https://www.foxnews.com/media/jd-vance-calls-out-deranged-mindset-we-need-illegal-immigrants-build-houses,www.foxnews.com,media,jd-vance-calls-out-deranged-mindset-we-need-illegal-immigrants-build-houses,fox
https://www.foxnews.com/lifestyle/meet-american-who-created-bubble-gum-walter-diemer-home-kitchen-chemist-outwitted-scientists,www.foxnews.com,lifestyle,meet-american-who-created-bubble-gum-walter-diemer-home-kitchen-chemist-outwitted-scientists,fox
https://www.foxnews.com/politics/biden-campaign-sends-all-staff-memo-hoping-calm-post-debate-concerns-report,www.foxnews.com,politics,biden-campaign-sends-all-staff-memo-hoping-calm-post-debate-concerns-report,fox
https://www.foxnews.com/politics/trump-harris-toss-up-races-key-swing-states-pennsylvania-georgia-nevada-poll.print,www.foxnews.com,politics,trump-harris-toss-up-races-key-swing-states-pennsylvania-georgia-nevada-poll.print,fox
